ADD_NUM,LF_NAME,ADDRESS,POSTAL_CD,CITY,X,Y,LONGITUDE,LATITUDE,FAC_NAM,STE_FLR_UN,PERFRMANCE,EXHBVISART,SCRN_BASSE,LIBRARY,MULTIPURP,HERITAGE,OWNERSHIP,OBJECTID
550,Wellington St W,550 Wellington St W,M5V 2V4,Toronto,312762.761,4833462.805,-79.401105698,43.643064161,Thompson Hotel Rooftop Lounge,,0,1,0,0,1,0,Owned by others,701
7,Tank House Lane,7 Tank House Lane,M5A 3C4,Toronto,316149.02,4834274.273,-79.359115935,43.650323091,Corkin Gallery,,0,1,0,0,0,0,Owned by others,1092
73,Queen's Park Cres E,73 Queen's Park Cres E,,Toronto,313482.493,4836058.013,-79.392142123,43.666415254,"Victoria College, Room 323",,0,0,1,0,1,0,Owned by others,939
150,Sherbourne St,150 Sherbourne St,M5A 2R6,Toronto,315238.113,4834835.385,-79.3704001993,43.655396132,John Innes Community Recreation Centre,,0,0,0,0,1,0,City Owned,944
481,University Ave,481 University Ave,M5G 2H4,Toronto,313838.793,4834816.527,-79.3877490011,43.6552444173,AGO Art Rental + Sales Gallery,,0,1,0,0,0,0,Owned by others,952
74,Wellesley St W,74 Wellesley St W,M5S 1C4,Toronto,313747.119,4835838.585,-79.388867889,43.6644454468,St. Joseph's College School,,1,0,0,0,1,0,Owned by others,959
57,Adelaide St E,57 Adelaide St E,M5C 1K6,Toronto,314815.858,4834325.141,-79.3756444618,43.6508089691,Courthouse Chamber Lounge,,1,0,0,0,0,1,Owned by others,977
401,Bay St,401 Bay St,M5H 2Y4,Toronto,314374.554,4834432.541,-79.3811132707,43.6517814285,The Hudson's Bay Company Gallery,,0,1,1,0,0,0,Owned by others,984
41,Britain St,41 Britain St,M5A 1R7,Toronto,315255.433,4834641.868,-79.3701891833,43.6536539114,Grace Toronto Church,,1,1,0,0,1,0,Owned by others,991
15,Case Goods Lane,15 Case Goods Lane,M5A 3C4,Toronto,316198.079,4834233.029,-79.358508684,43.649951035,Dancemakers Centre for Creation,Suite 306,1,0,0,0,0,0,Owned by others,995
25,Dockside Dr,25 Dockside Dr,M5A 0B5,Toronto,315568.219,4833531.354,-79.366330448,43.643644678,Corus Quay,,0,0,1,0,0,0,Owned by others,1001
145,Fifth St,145 Fifth St,M8V 2Z5,Toronto,304534.144,4828894.216,-79.503099242,43.6019896432,Lorna Livey,,0,1,0,0,0,0,Owned by others,1005
71,Front St E,71 Front St E,M5E 1T9,Toronto,315035.794,4834052.479,-79.3729232293,43.648351657,The Jersy Giant,,1,0,0,0,0,0,Owned by others,1011
165,Front St E,165 Front St E,M5A 3Z4,Toronto,315372.813,4834235.954,-79.3687420725,43.6499984416,Young People's Theatre,,1,0,0,0,1,1,City Owned,1015
15,Gervais Dr,15 Gervais Dr,M3C 1Y8,Toronto,318008.788,4842256.539,-79.3358688192,43.7221514163,Ontario Federation of Labour,Suite 202,0,0,0,0,1,0,Owned by others,861
12,Alexander St,12 Alexander St,M4Y 1B4,Toronto,314215.242,4835714.063,-79.3830659264,43.6633185963,Buddies in Bad Times Theatre,,1,0,0,0,0,0,City Owned,871
900,Bay St,900 Bay St,M7A 1L2,Toronto,313841.147,4835731.746,-79.3877039424,43.6634825301,John Baird Gallery,,0,1,0,0,0,0,Owned by others,877
131,Bloor St W,131 Bloor St W,M5S 1R1,Toronto,313461.835,4836317.74,-79.3923975104,43.6687620128,The Japan Foundation Toronto,Suite 213,1,1,0,0,0,0,Owned by others,884
467,Church St,467 Church St,M4Y 2C5,Toronto,314449.527,4835834.969,-79.3801589191,43.6644040771,Woody's,,0,1,0,0,0,0,Owned by others,891
2,College St,2 College St,M5G 1K3,Toronto,314181.352,4835505.079,-79.383489784,43.6614377964,The Yoga Sanctuary (College Studio),Suite 306,1,0,0,0,0,0,Owned by others,898
47,Station Rd,47 Station Rd,M8V 2R1,Toronto,305289.183,4830317.593,-79.4937450535,43.6148016189,Mimico Centennial Branch (TPL) (Theatre),,1,0,0,1,0,0,City Operated,86
25,Whitlam Ave,25 Whitlam Ave,M8V 2K1,Toronto,302940.724,4828985.242,-79.5228372952,43.6028069228,Arts Etobicoke,,0,1,0,0,1,0,City Owned,88
995,Arrow Rd,995 Arrow Rd,M9M 2Z5,Toronto,302169.878,4845309.111,-79.5324669092,43.749741122,The Jamaican Canadian Association,,0,0,0,0,1,0,Owned by others,89
2990,Islington Ave,2990 Islington Ave,M9L 2K6,Toronto,299018.998,4846344.929,-79.5716025952,43.7590466239,Humber Summit Branch (Library),,1,0,0,1,0,0,City Owned,90
69,Milvan Dr,69 Milvan Dr,M9L 1Y8,Toronto,300217.171,4845876.773,-79.5567182928,43.7548412492,La Contessa Banquet Hall and Convention Centre,,1,0,0,0,1,0,Owned by others,93
3848-3998,Chesswood Dr,3848-3998 Chesswood Dr,M3J 2W6,Toronto,306777.099,4846123.817,-79.4752565507,43.7570766886,Karma Creative Studio,,0,1,0,0,0,0,Owned by others,97
4340,Dufferin St,4340 Dufferin St,M3H 5R9,Toronto,307486.106,4846748.559,-79.4664483784,43.7626979676,Revivaltime Tabernacle,,0,0,0,0,1,0,Owned by others,99
925,Albion Rd,925 Albion Rd,M9V 1A6,Toronto,299743.206,4843726.107,-79.5625836397,43.7354790686,Thistletown CC,,1,0,0,0,1,0,City Operated,1
21,College St,21 College St,M5G 2B3,Toronto,314154.98,4835457.571,-79.383814372,43.661001922,Theatre Francais de Toronto - Centre for Creation,Office 610,1,0,0,0,0,1,Owned by others,4
2534,Kipling Ave,2534 Kipling Ave,M9V 3A9,Toronto,298066.074,4844753.289,-79.5834163729,43.7447116068,Thistletown Baptist Church,,0,0,0,0,1,0,Owned by others,6
2580,Kipling Ave,2580 Kipling Ave,M9V 3B2,Toronto,297927.046,4845024.338,-79.5851460803,43.7471501635,North Albion Collegiate Institute,,1,0,0,0,1,0,Owned by others,7
175,Mount Olive Dr,175 Mount Olive Dr,M9V 2E3,Toronto,297073.003,4845344.095,-79.5957551829,43.7500197184,Smithfield Community Services,,0,0,0,0,1,0,City Owned,8
650,Dixon Rd,650 Dixon Rd,M9W 1J1,Toronto,298482.842,4838775.299,-79.5781710851,43.6909062533,Doubletree International Plaza Hotel,,0,0,0,0,1,0,Owned by others,15
801,Dixon Rd,801 Dixon Rd,M9W 1J5,Toronto,297714.508,4838317.626,-79.5876962078,43.6867797501,Sheraton Toronto Airport Hotel,,0,0,0,0,1,0,Owned by others,16
2170,Kipling Ave,2170 Kipling Ave,M9W 4K9,Toronto,298981.588,4842085.223,-79.5720201792,43.7207032497,Msg. Percy Johnson Catholic Secondary School,,1,0,0,0,1,0,Owned by others,18
2239,Lawrence Ave E,2239 Lawrence Ave E,M1P 2P7,Toronto,322651.607,4845128.496,-79.2781501414,43.7479060751,Winston Churchill Collegiate Institute,,1,0,0,0,1,0,Owned by others,20
2,St Andrews Blvd,2 St Andrews Blvd,M9R 1V8,Toronto,300749.676,4839970.024,-79.5500594507,43.7016745871,Don Bosco Catholic Secondary School,,1,0,0,0,1,0,Owned by others,23
31,St Phillips Rd,31 St Phillips Rd,M9P 2N7,Toronto,302133.242,4839957.092,-79.5328941573,43.7015643653,St. Philip's Anglican Church,,1,0,0,0,1,0,Owned by others,24
2,Elmbrook Cres,2 Elmbrook Cres,M9C 5B4,Toronto,298015.896,4835335.697,-79.5839202504,43.6599413839,Elmbrook Park Branch (TPL),,0,0,0,1,0,0,City Operated,26
291,Mill Rd,291 Mill Rd,M9C 1Y5,Toronto,298298.018,4832880.573,-79.5803918431,43.6378444845,Silverthorn Collegiate Institute,,1,0,0,0,1,0,Owned by others,28
602,Markham St,602 Markham St,M6G 2L8,Toronto,311851.382,4835798.057,-79.4123742383,43.6641012304,Tightrope Books Office,,1,0,0,0,0,0,Owned by others,429
603,Markham St,603 Markham St,M6G 2L7,Toronto,311880.707,4835831.951,-79.4120100974,43.6644060988,The Central,,1,1,0,0,0,0,Owned by others,430
612,Markham St,612 Markham St,M6G 2L8,Toronto,311828.263,4835863.972,-79.4126600105,43.6646947685,Beit Zatoun House,,1,1,1,0,1,0,Owned by others,431
347,Montrose Ave,347 Montrose Ave,M6G 3G9,Toronto,311314.481,4835239.637,-79.4190390789,43.6590793019,As Is Project Space,,0,1,0,0,0,0,Owned by others,432
100,Niagara St,100 Niagara St,M5V 1C5,Toronto,312504.242,4833300.178,-79.4043155942,43.6416115449,Diaz Contemporary,,1,1,0,0,0,1,Owned by others,435
254,Niagara St,254 Niagara St,M6J 2L8,Toronto,312124.331,4833676.599,-79.4090194982,43.6450035278,"2 of 2 Gallery, Pari Nadimi Gallery",,0,1,0,0,0,0,Owned by others,437
9,Ossington Ave,9 Ossington Ave,M6J 2Y8,Toronto,311341.459,4833622.909,-79.4187240707,43.6445272055,Sole Gallery,Suite 200,1,0,0,0,0,0,Owned by others,439
12,Ossington Ave,12 Ossington Ave,M6J 2Y7,Toronto,311288.432,4833616.273,-79.4193814148,43.6444679051,Angell Gallery,,0,1,0,0,0,1,Owned by others,440
58,Ossington Ave,58 Ossington Ave,M6J 2Y7,Toronto,311263.109,4833725.928,-79.4196940506,43.6454551394,Xpace,,0,1,0,0,0,0,Owned by others,442
64,Ossington Ave,64 Ossington Ave,M6J 2Y7,Toronto,311261.949,4833746.913,-79.4197081916,43.6456440393,Academy of Lions,,0,0,0,0,1,0,Owned by others,444
78,Ossington Ave,78 Ossington Ave,M6J 2Y7,Toronto,311256.794,4833779.306,-79.4197717215,43.6459356571,AWOL Gallery,,1,1,0,0,0,1,Owned by others,445
100,Ossington Ave,100 Ossington Ave,M6J 2Z4,Toronto,311245.521,4833827.556,-79.4199109078,43.6463700566,Lower Ossington Theatre,,1,0,0,0,0,0,Owned by others,446
131,Ossington Ave,131 Ossington Ave,M6J 2Z6,Toronto,311266,4833918.9,-79.4196560219,43.6471920972,O'Born Contemporary,,1,1,0,0,0,0,Owned by others,449
218,Ossington Ave,218 Ossington Ave,M6J 2Z9,Toronto,311160.92,4834128.122,-79.4209562186,43.6490762129,The Painted Lady,,1,0,0,0,0,0,Owned by others,450
249,Ossington Ave,249 Ossington Ave,M6J 3A1,Toronto,311186.899,4834205.344,-79.4206333053,43.6497711065,The Dakota Tavern,,1,0,0,0,0,0,Owned by others,451
739,Queen St W,739 Queen St W,M6J 1G1,Toronto,312283.666,4833834.168,-79.407042192,43.646420183,The Raq,,1,0,0,0,0,0,Owned by others,456
790,Queen St W,790 Queen St W,M6J 1G3,Toronto,311731.57,4833728.759,-79.4138874358,43.6454767052,Trinity Bellwood Park (Gorevale Fieldhouse),,0,0,0,0,1,0,City Owned,458
817,Queen St W,817 Queen St W,M6J 1G1,Toronto,312114.019,4833782.88,-79.4091459159,43.6459602509,Gypsy Co-op / The Dog's Bollocks,,1,1,0,0,0,0,Owned by others,459
821,Queen St W,821 Queen St W,M6J 1G1,Toronto,312102.891,4833783.942,-79.4092838521,43.6459699195,The Toronto Institute for the Enjoyment of Music,,1,0,0,0,0,0,Owned by others,460
888,Queen St W,888 Queen St W,M6J 1G3,Toronto,311657.36,4833694.969,-79.4148076455,43.6451731912,Elaine Fleck Gallery,,1,1,0,0,0,0,Owned by others,463
906,Queen St W,906 Queen St W,M6J 1G6,Toronto,311585.808,4833683.721,-79.4156946594,43.6450725562,Graven Feather,,0,1,0,0,0,0,Owned by others,466
952,Queen St W,952 Queen St W,M6J 1G8,Toronto,311467.237,4833671.089,-79.417164496,43.6449598495,Max the Mutt Animation School,,0,0,1,0,0,0,Owned by others,469
962,Queen St W,962 Queen St W,M6J 1G8,Toronto,311462.127,4833649.793,-79.4172280853,43.6447682013,Zsa Zsa Gallery,,0,1,0,0,0,0,Owned by others,471
267,Brock Ave,267 Brock Ave,M6K 2M3,Toronto,310019.153,4834169.75,-79.4351088964,43.6494592791,Artists 25 Studio,Studio 104,0,1,0,0,0,0,Owned by others,336
225,Campbell Ave,225 Campbell Ave,,Toronto,308942.685,4835672.624,-79.4484414635,43.6629937908,Campbell Avenue Park/Playground,,0,0,0,0,1,0,City Owned,337
1162,College St,1162 College St,M6H 1B6,Toronto,310078.207,4834493.965,-79.4343737995,43.6523773318,Swizzle Gallery,,0,1,0,0,0,0,Owned by others,338
436,Dufferin St,436 Dufferin St,M6K 2A3,Toronto,310466.635,4833568.193,-79.4295681364,43.6440413944,Janak Khendry Studio,,1,1,0,0,0,0,Owned by others,340
875,Dufferin St,875 Dufferin St,,Toronto,310139.87,4835013.245,-79.4336041543,43.6570510393,Dufferin Grove Park (Fieldhouse),,1,0,0,0,1,0,City Owned,342
1273,Dundas St W,1273 Dundas St W,M6J 1X8,Toronto,310834.982,4834150.832,-79.4249962709,43.6492832,Loop Gallery,,0,1,0,0,0,0,Owned by others,344
1585,Dundas St W,1585 Dundas St W,M6K 1T9,Toronto,310062.08,4834185.43,-79.4345766155,43.649600139,Lula Lounge,,1,1,0,0,0,0,Owned by others,347
1137,Dupont St,1137 Dupont St,M6H 2A3,Toronto,309790.452,4836285.769,-79.4379238742,43.6685077411,Liaison of Independent Filmmakers of Toronton (LIFT),,1,1,1,0,0,0,Owned by others,349
1444,Dupont St,1444 Dupont St,M6P 4H3,Toronto,308873.155,4836052.743,-79.4493005778,43.6664158326,Dupont Projects,Unit 31,1,0,0,0,0,0,Owned by others,350
50,Gladstone Ave,50 Gladstone Ave,M6J 3K6,Toronto,310601.819,4833555.5,-79.4278926544,43.6439261652,"Index G Artshops (Chinese Contemporary Xchange, Lee Ka-Sing Gallery)",,0,1,0,0,0,0,Owned by others,354
346,Lansdowne Ave,346 Lansdowne Ave,,Toronto,309476.361,4834580.249,-79.4418339412,43.653157777,MacGregor Park/Playground,,1,0,0,0,1,0,City Owned,357
712,Lansdowne Ave,712 Lansdowne Ave,M6H 3Y8,Toronto,309177.251,4835762.456,-79.4455323195,43.6638010268,Offthemapgallery,,0,1,0,0,0,0,Owned by others,358
37,Lisgar St,37 Lisgar St,M6J 3T3,Toronto,311019.567,4833314.879,-79.4227173726,43.6417571362,Mercer Union,,0,1,0,0,1,0,Owned by others,359
1093,Queen St W,1093 Queen St W,M6J 1J1,Toronto,311032.721,4833485.984,-79.4225524001,43.6432971802,Thrush Holmes Empire,,0,1,0,0,0,0,Owned by others,361
1164,Queen St W,1164 Queen St W,M6J 1J5,Toronto,310808.549,4833459.004,-79.4253312998,43.6430560621,Sixty4Steps,,0,1,0,0,0,0,Owned by others,366
1172,Queen St W,1172 Queen St W,M6J 1J5,Toronto,310789.069,4833464.846,-79.4255726877,43.6431087929,Fly Gallery,,0,1,0,0,0,0,Owned by others,367
50,Baldwin St,50 Baldwin St,M5T 1L4,Toronto,313213.92,4834881.288,-79.3954941937,43.6558349436,George Brown House,,0,1,0,0,0,1,Owned by others,510
125,Bathurst St,125 Bathurst St,M5V 2R2,Toronto,312632.643,4833741.122,-79.402717686,43.6455792099,"Factory Theatre (Studio, Mainspace)",,1,0,0,0,1,1,Owned by others,511
133,Bathurst St,133 Bathurst St,M5V 2R2,Toronto,312605.07,4833756.112,-79.4030592476,43.645714405,DNA Theatre,,1,0,0,0,0,0,Owned by others,512
794,Bathurst St,794 Bathurst St,M5R 3G1,Toronto,311922.569,4835938.527,-79.411489514,43.6653650728,The Annex Wreckroom,,1,0,0,0,0,0,Owned by others,516
918,Bathurst St,918 Bathurst St,M5R 3G5,Toronto,311801.585,4836299.779,-79.4129851046,43.668617873,"The 918 Bathhurst Centre for Culture, Media, Arts and Education",,0,1,1,0,0,0,Owned by others,517
1086,Bathurst St,1086 Bathurst St,M5R 3G9,Toronto,311677.338,4836739.46,-79.4145203498,43.6725767219,La Parete Gallery,,0,1,0,0,0,0,Owned by others,518
168,Bedford Rd,168 Bedford Rd,M5R 2K9,Toronto,312826.71,4837021,-79.4002630089,43.6750997097,Designers Walk Resource Centre,,1,0,0,0,0,0,Owned by others,519
103,Bellevue Ave,103 Bellevue Ave,M5T 2N8,Toronto,312529.026,4835006.264,-79.4039833855,43.6569674716,St. Stephen-in-the-Fields Church,,0,0,0,0,1,1,Owned by others,522
196,Beverley St,196 Beverley St,M5T 1Z1,Toronto,313237.009,4834939.699,-79.3952070375,43.6563604562,Van Duzer Studio,,0,1,0,0,1,0,Owned by others,524
273,Bloor St W,273 Bloor St W,M5S 1W2,Toronto,313166.41,4836217.678,-79.3960620535,43.6678648896,"The Royal Conservatory (Ettore Mazoleni Concert Hall, Conservatory Theatre, Koerner Hall)",,1,0,0,0,0,1,Owned by others,527
300,Bloor St W,300 Bloor St W,M5S 1W3,Toronto,312686.15,4836165.799,-79.4020180395,43.6674031767,Bloor Street United Church,,0,0,0,0,1,1,Owned by others,528
327,Bloor St W,327 Bloor St W,M5S 1W7,Toronto,312836.686,4836147.939,-79.4001516216,43.6672407978,Bata Shoe Museum,,0,1,0,0,0,0,Owned by others,530
344,Bloor St W,344 Bloor St W,M5S 3A7,Toronto,312481.545,4836091.943,-79.4045561709,43.6667404906,The Fringe of Toronto Theatre Festival,Suite 507,1,0,0,0,0,0,Owned by others,531
427,Bloor St W,427 Bloor St W,M5S 1X7,Toronto,312388.496,4836014.9,-79.4057110596,43.6660479757,Trinity St Paul's United Church (Centre and Lyonfish Studios),,1,0,0,0,1,1,Owned by others,532
481,Bloor St W,481 Bloor St W,M5S 1X9,Toronto,312274.868,4835983.041,-79.4071204528,43.6657623735,Brunswick House,,1,0,0,0,0,1,Owned by others,533
506,Bloor St W,506 Bloor St W,M5S 1Y3,Toronto,311999.891,4835952.999,-79.410530531,43.6654946301,Bloor Hot Docs Cinema,,0,0,1,0,0,0,Owned by others,534
525,Bloor St W,525 Bloor St W,M5S 1Y4,Toronto,312109.799,4835937.661,-79.4091678764,43.6653555427,Church of St. Simon-The-Apostle (The),,1,0,0,0,0,0,Owned by others,535
561,Bloor St W,561 Bloor St W,M5S 1Y6,Toronto,311984.411,4835900.461,-79.4107231747,43.665021879,Studio 561 Gallery,,0,1,0,0,0,0,Owned by others,538
255,Bremner Blvd,255 Bremner Blvd,M5V 3M9,Toronto,314016.603,4833312.045,-79.3855700778,43.6417006848,"John Street Roundhouse (CP Roundhouse, Steam Whistle Brewing Gallery)",,1,1,0,0,1,1,City Owned,541
20,Camden St,20 Camden St,M5V 1V1,Toronto,313093.24,4833940.994,-79.3970051833,43.6473729473,Vain,,0,1,1,0,0,0,Owned by others,544
25,Cecil St,25 Cecil St,M5T 1N1,Toronto,313169.041,4834963.08,-79.3960492984,43.6565717402,Steelworkers Hall,,0,0,0,0,1,0,Owned by others,545
83,Christie St,83 Christie St,M6G 3B1,Toronto,311325.015,4835950.419,-79.4188992289,43.6654771419,Ukrainian Hall Cultural Centre,,1,1,0,0,1,0,Owned by others,548
155,College St,155 College St,M5T 3M6,Toronto,313432.327,4835242.961,-79.3927806585,43.6590878373,University of Toronto - Health Sciences Building (Auditorium),Room 610,0,0,0,0,1,1,Owned by others,549
750,Bloor St W,750 Bloor St W,,Toronto,311238.302,4835727.449,-79.419974022,43.663462334,Christie Pitts (Park & Fieldhouse),,1,0,0,0,1,0,City Owned,392
60,Bowden St,60 Bowden St,M4K 2X4,Toronto,316549.467,4837238.207,-79.35409078,43.6770049396,Danforth Church,,1,0,0,0,0,0,Owned by others,1136
147,Danforth Ave,147 Danforth Ave,M4K 1N2,Toronto,316313.047,4837149.26,-79.3570247867,43.6762079856,Danforth Music Hall Theatre,,1,0,0,0,0,0,Owned by others,1148
130,De Grassi St,130 De Grassi St,M4M 2K6,Toronto,317087.067,4835700.153,-79.3474582808,43.6631519051,Labspace Studio,,1,1,0,0,0,0,Owned by others,1152
1326,Gerrard St E,1326 Gerrard St E,M4L 1Z1,Toronto,318855.321,4836663.327,-79.3255079457,43.6717904564,The Riverdale Hub,,1,1,0,0,1,0,Owned by others,1159
300,King St E,300 King St E,M5A 1K4,Toronto,315703.702,4834491.013,-79.3646350728,43.6522894753,Tatar Gallery,,0,1,0,0,0,1,Owned by others,1032
55,Mill St,55 Mill St,M5A 3C4,Toronto,316104.915,4834309.252,-79.359661916,43.65063867,Balzac's Coffee,Building 60,0,1,0,0,0,1,Owned by others,1046
55,Mill St,55 Mill St,M5A 3C4,Toronto,316104.915,4834309.252,-79.359661916,43.65063867,Nightwood Theatre,"Building 58, Suite 315",1,0,0,0,0,1,Owned by others,1050
37,Parliament St,37 Parliament St,M5A 2Y2,Toronto,315987.577,4834167.364,-79.361119475,43.64936316,Airship 37,Studio 2,1,0,0,0,0,0,Owned by others,1060
83,Power St,83 Power St,M5A 3A8,Toronto,315837.9,4834859.115,-79.3629637818,43.6556009202,St. Paul's Basilica,,1,0,0,0,1,1,Owned by others,1067
468,Queen St E,468 Queen St E,M5A 1T7,Toronto,316058.656,4834990.237,-79.3602243281,43.6567778333,ISIS-Canada,Suite LL01,1,0,0,0,0,0,Owned by others,1071
20,St Joseph St,20 St Joseph St,M4Y 1J9,Toronto,313937.344,4836018.05,-79.386506433,43.666058478,Canadian Music Centre (Chalmers House),,1,1,0,0,1,0,Owned by others,948
251,Victoria St,251 Victoria St,M5B 1T8,Toronto,314540.051,4834880.69,-79.3790538951,43.6558131342,Jazz Bistro,,1,0,0,0,1,0,Owned by others,956
444,Yonge St,444 Yonge St,M5B 2H7,Toronto,314137.48,4835413.771,-79.3840353784,43.6606164951,The Carlu / College Park Courtyard,,1,0,0,0,1,0,Owned by others,964
850,Yonge St,850 Yonge St,M4W 2H1,Toronto,313837.416,4836652.853,-79.3877351345,43.6717738072,The Cookbook Store,,0,0,0,0,1,0,Owned by others,968
70,Yorkville Ave,70 Yorkville Ave,M5R 1B9,Toronto,313593.49,4836611.552,-79.3907605546,43.6714050402,Arthur Murray Yorkville,,1,0,0,0,0,0,Owned by others,972
464,Spadina Ave,464 Spadina Ave,M5T 2G8,Toronto,312833.821,4835074.57,-79.4002035377,43.6575791679,El Mocambo,,1,1,0,0,0,0,Owned by others,683
620,Spadina Ave,620 Spadina Ave,M5S 2H4,Toronto,312668.862,4835559.889,-79.4022412135,43.6619493533,St. Vladimir Institute,,1,0,0,0,0,0,Owned by others,685
750,Spadina Ave,750 Spadina Ave,M5S 2J2,Toronto,312521.182,4836033.628,-79.404065499,43.6662151687,"Al Green Theatre, Miles Nadal Jewish Community Centre",,1,0,1,0,1,0,Owned by others,686
10,Spadina Rd,10 Spadina Rd,M5R 2S7,Toronto,312472.301,4836196.067,-79.4046693758,43.6676778423,Spadina Road Branch (TPL),,0,0,0,1,0,0,City Operated,687
24,Spadina Rd,24 Spadina Rd,M5R 2S7,Toronto,312429.946,4836317.944,-79.4051929125,43.6687753254,Alliance Francaise de Toronto (Pierre-Leon Downtown Gallery),,1,1,0,0,1,0,Owned by others,689
89,St George St,89 St George St,M5S 2E8,Toronto,313006.037,4835841.675,-79.3980563056,43.664482131,Newman Centre,,0,0,0,0,1,1,City Owned,691
91,St George St,91 St George St,M5S 2E8,Toronto,312983.672,4835851.436,-79.3983334649,43.664570243,CIUT 89.5 FM,,0,0,1,0,0,1,Owned by others,692
162,St George St,162 St George St,M5S 2E9,Toronto,312847.928,4836130.887,-79.4000124659,43.6670871828,University Women's Club,,0,0,0,0,1,0,Owned by others,694
222,St Patrick St,222 St Patrick St,M5T 1V4,Toronto,313559.048,4834869.657,-79.3912159407,43.655726069,Michener Institute Auditorium,,1,0,0,0,0,0,Owned by others,696
8,Waterloo Ter,8 Waterloo Ter,M5V 3S4,Toronto,312744.634,4833654.449,-79.4013308127,43.6447979563,The Cryptic Canvas,,0,1,0,0,0,0,Owned by others,698
171,College St,171 College St,M5T 1P7,Toronto,313350.107,4835220.735,-79.3938003692,43.6588887742,O'Grady's Tap and Grill,,1,0,0,0,0,0,Owned by others,550
214,College St,214 College St,M5T 3A1,Toronto,313100.012,4835224.622,-79.3969009537,43.6589267697,Robert Gill Theatre,,1,0,0,0,0,0,Owned by others,551
229,College St,229 College St,M5T 1R4,Toronto,313050.482,4835136.652,-79.3975164245,43.6581355173,Ein-stein Cafe & Pub,,1,0,0,0,0,0,Owned by others,552
284,College St,284 College St,M5T 1R9,Toronto,312752.055,4835127.3,-79.401213211,43.658046106,Entrinsic,,0,1,0,0,0,0,Owned by others,555
430,College St,430 College St,M5T 1T3,Toronto,312267.125,4834994.831,-79.4072307997,43.656867288,El Rancho Latin Nightclub,,1,0,0,0,0,1,Owned by others,558
431,College St,431 College St,M5T 1T1,Toronto,312249.916,4834925.809,-79.4074451765,43.6562461586,Sneaky Dee's,,1,0,0,0,0,0,Owned by others,559
15,Devonshire Pl,15 Devonshire Pl,,Toronto,313081.808,4835993.796,-79.3971144923,43.6658505718,George Ignatieff Theatre,,1,0,0,0,0,1,Owned by others,563
317,Dundas St W,317 Dundas St W,M5T 1G4,Toronto,313449.894,4834624.435,-79.392573014,43.6535201408,Art Gallery of Ontario (AGO) - Jackman Hall,,1,1,1,0,1,1,Owned by others,566
334,Dundas St W,334 Dundas St W,M5T 1G5,Toronto,313447,4834720,-79.3926073466,43.6543803532,Art Square Gallery and Caf�,,0,1,0,0,0,1,Owned by others,567
340,Dundas St W,340 Dundas St W,M5T 1G5,Toronto,313438.571,4834704.388,-79.3927120825,43.6542399303,Bau-Xi Gallery,,0,1,0,0,0,1,Owned by others,569
250,Front St W,250 Front St W,M5V 3G5,Toronto,313843.831,4833614.648,-79.3877064317,43.6444264922,CBC (Glenn Gould Studio),,1,1,1,0,0,0,Owned by others,572
4,Glen Morris St,4 Glen Morris St,M5S 1J1,Toronto,312753.095,4835831.2,-79.4011927874,43.6643905998,"Glen Morris Studio Theatre, University of Toronto",,1,0,0,0,0,1,Owned by others,574
79,Harbord St,79 Harbord St,M5S 1G4,Toronto,312601.048,4835641.878,-79.4030808322,43.6626880807,WonderWorks Bookstore,A,0,1,0,0,1,0,Owned by others,577
84,Harbord St,84 Harbord St,M5S 1G5,Toronto,312618.179,4835689.825,-79.4028677262,43.6631194765,Bakka-Phoenix Books,,1,1,0,0,0,0,Owned by others,578
7,Hart House Crcl,7 Hart House Crcl,M5S 3H3,Toronto,313287.568,4835757.438,-79.3945670206,43.6637205734,"Hart House (Library, Map Room, Theatre, Arbor Room, East Common Room, Music Room, Great Hall, Barnicke Gallery)",,1,1,1,0,1,1,Owned by others,581
5,Hoskin Ave,5 Hoskin Ave,M5S 1H7,Toronto,313241.396,4835829.528,-79.3951383383,43.6643700386,"Leonard Hall of Wycliffe College, University of Toronto",,1,0,0,0,1,1,Owned by others,582
150,John St,150 John St,M5V 3T6,Toronto,313562.459,4834151.947,-79.391185281,43.6492660832,John Spotton Cinema NFB,,0,0,1,0,0,0,Owned by others,585
197,John St,197 John St,M5T 1X6,Toronto,313579.698,4834405.275,-79.3909674544,43.6515459365,Music Gallery,,1,0,0,0,0,1,Owned by others,587
60,Kensington Ave,60 Kensington Ave,M5T 2K1,Toronto,312773.095,4834700.211,-79.4009621338,43.6542101646,Extempore Studio Gallery,Unit 7,0,1,0,0,0,0,Owned by others,590
26,Delisle Ave,26 Delisle Ave,M4V 1S5,Toronto,313171.023,4838598.599,-79.3959690519,43.6892958184,Calvin Presbyterian Church,,1,0,0,0,1,0,Owned by others,748
101,Eglinton Ave E,101 Eglinton Ave E,M4P 1H4,Toronto,313270.736,4840592.878,-79.3947009584,43.707244781,York Event Theatre,,1,0,0,0,1,0,Owned by others,749
160,Eglinton Ave E,160 Eglinton Ave E,M4P 3B5,Toronto,313351.91,4840680.865,-79.3936923822,43.7080358571,Central Eglinton Community Center,,0,0,0,0,1,0,Owned by others,750
173,Eglinton Ave W,173 Eglinton Ave W,M4R 1A8,Toronto,312490.075,4840365.917,-79.4043906228,43.7052105253,Unity Church of Toronto - Auditorium,,1,0,1,0,1,0,Owned by others,751
